Artist,Song
Fleetwood Mac,Little Lies
Fleetwood Mac,Oh Well - Live
Fleetwood Mac,The Chain - 2004 Remaster
Foals,My Number
Foo Fighters,All My Life
Foo Fighters,Everlong
Foo Fighters,Learn to Fly
Foo Fighters,My Hero
Foo Fighters,The Pretender
Foreigner,Cold as Ice
Foreigner,Hot Blooded
Foreigner,I Want to Know What Love Is - 1999 Remaster
Foreigner,Juke Box Hero
Foreigner,Waiting for a Girl like You
Foster The People,Don't Stop (Color on the Walls)
Foster The People,Houdini
Foster The People,Pumped Up Kicks
Genesis,I Can't Dance - Remastered 2007
Genesis,Land Of Confusion - Remastered 2007
Gorillaz,Clint Eastwood
Gorillaz,DARE
Gorillaz,Feel Good Inc.
Green Day,American Idiot
Green Day,Basket Case
Green Day,Holiday / Boulevard of Broken Dreams
Green Day,Minority
Guns N' Roses,Knockin' On Heaven's Door
Guns N' Roses,Paradise City
Guns N' Roses,Sweet Child O' Mine
Guns N' Roses,Welcome To The Jungle
Huey Lewis & The News,Hip To Be Square
INXS,Need You Tonight
Imagine Dragons,Radioactive
Incubus,Drive
Iron Maiden,Run to the Hills - 2015 Remaster
Iron Maiden,The Trooper - 2015 Remaster
Jefferson Airplane,Somebody to Love
Jefferson Airplane,Today
Jefferson Airplane,White Rabbit
Jimi Hendrix,All Along the Watchtower
Jimi Hendrix,Purple Haze
Jimi Hendrix,Voodoo Child (Slight Return)
Jimi Hendrix,"Who Knows - Live At Fillmore East, 1970 / 50th Anniversary"
Jimmy Eat World,Bleed American
Jimmy Eat World,Sweetness
Joan Jett & the Blackhearts,I Love Rock 'N Roll
John Lennon,Imagine - Remastered 2010
Johnny Cash,Hurt
Journey,Any Way You Want It
Journey,Don't Stop Believin'
Judas Priest,Breaking the Law
Judas Priest,You've Got Another Thing Coming
Kaiser Chiefs,Ruby
Kansas,Carry on Wayward Son
"Kid Cudi,MGMT,Ratatat",Pursuit Of Happiness (Nightmare)
Korn,Coming Undone
Korn,Here to Stay
Korn,Twisted Transistor
Led Zeppelin,Immigrant Song - Remaster
Led Zeppelin,Kashmir - Remaster
Led Zeppelin,Stairway to Heaven - Remaster
Led Zeppelin,Ten Years Gone - Remaster
Led Zeppelin,Whole Lotta Love - 1990 Remaster
Lenny Kravitz,Are You Gonna Go My Way
Limp Bizkit,Behind Blue Eyes
Limp Bizkit,My Way
Limp Bizkit,Rollin' (Air Raid Vehicle)
Limp Bizkit,Take A Look Around
"Limp Bizkit,Method Man",N 2 Gether Now
Linkin Park,A Place for My Head
Linkin Park,A-Six - Original Long Version
Linkin Park,A6 - Meteora|20 Demo
Linkin Park,Attached - 2003 Demo
Linkin Park,Breaking the Habit
Linkin Park,By Myself
Linkin Park,Crawling
Linkin Park,Cuidado - Lying From You Demo
Linkin Park,Cumulus - 2002 Demo
Linkin Park,Cure for the Itch
Linkin Park,Don't Stay
Linkin Park,Easier to Run
Linkin Park,Easier to Run - Live LP Underground Tour 2003
Linkin Park,Faint
Linkin Park,Faint - Demo 2002
Linkin Park,Faint - Meteora|20 Demo
Linkin Park,Fighting Myself
Linkin Park,Figure.09
Linkin Park,Figure.09 - Demo 2002
Linkin Park,Forgotten
Linkin Park,From the Inside
Linkin Park,From the Inside - Live LP Underground Tour 2003
Linkin Park,Given Up
Linkin Park,Halo - Unreleased Demo 2002
Linkin Park,Healing Foot
Linkin Park,High Voltage
Linkin Park,Hit the Floor
Linkin Park,Husky - Hit The Floor Demo
Linkin Park,In the End
Linkin Park,Interrogation - Easier To Run Demo
Linkin Park,Lost
Linkin Park,Lying from You
Linkin Park,Lying from You - Live LP Underground Tour 2003
Linkin Park,Massive
Linkin Park,More the Victim
Linkin Park,My December
Linkin Park,Nobody Can Save Me
Linkin Park,Nobody's Listening
Linkin Park,Numb
Linkin Park,One Step Closer
Linkin Park,Papercut
Linkin Park,Papercut - Live at BBC1
Linkin Park,Plaster 2 - Figure.09 Demo
Linkin Park,Points of Authority
Linkin Park,Pretty Birdy - Somewhere I Belong 2002 Demo
Linkin Park,Pushing Me Away
Linkin Park,Resolution
Linkin Park,Rhinocerous - 2002 Demo
Linkin Park,Runaway
Linkin Park,Session
Linkin Park,Shifter - From The Inside Demo
Linkin Park,Sold My Soul to Yo Mama
Linkin Park,Somewhere I Belong
Linkin Park,Soundtrack - Meteora Demo
Linkin Park,Standing in the Middle
Linkin Park,Wesside
Linkin Park,With You
"Linkin Park,Kiiara,Nicky Romero",Heavy (feat. Kiiara) - Nicky Romero Remix
Lynyrd Skynyrd,Free Bird
Lynyrd Skynyrd,Sweet Home Alabama
MGMT,Electric Feel
MGMT,Kids
MGMT,Time to Pretend
"Marc Bolan,T. Rex",20th Century Boy
Marilyn Manson,Personal Jesus
Marilyn Manson,Sweet Dreams (Are Made Of This)
Marilyn Manson,Tainted Love
"Martin Garrix,Macklemore,Fall Out Boy",Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)
Men At Work,Down Under
Men At Work,Overkill
Men At Work,Who Can It Be Now?
Metallica,Enter Sandman
Metallica,Fade To Black - Remastered
Metallica,For Whom The Bell Tolls
Metallica,Fuel
Metallica,Master Of Puppets
Metallica,Nothing Else Matters
Metallica,One
Metallica,Sad But True
Metallica,Seek & Destroy
Metallica,Whiskey In The Jar
Motörhead,Ace Of Spades
Muse,Psycho
Mötley Crüe,Kickstart My Heart
Neil Young,Old Man - 2017 Remaster
Neil Young,Rockin' in the Free World
Nine Inch Nails,Discipline
Nine Inch Nails,Hurt
Nirvana,All Apologies
Nirvana,Breed
Nirvana,Come As You Are
Nirvana,Drain You
Nirvana,Dumb
Nirvana,Frances Farmer Will Have Her Revenge On Seattle
Nirvana,Heart-Shaped Box
Nirvana,In Bloom
Nirvana,Lithium
Nirvana,Lounge Act
Nirvana,Milk It
Nirvana,On A Plain
Nirvana,Pennyroyal Tea
Nirvana,Polly
Nirvana,Radio Friendly Unit Shifter
Nirvana,Rape Me
Nirvana,Serve The Servants
Nirvana,Smells Like Teen Spirit
Nirvana,Something In The Way
Nirvana,Stay Away
Nirvana,Territorial Pissings
Nirvana,Tourette's
Nirvana,Very Ape
Ozzy Osbourne,Crazy Train
Ozzy Osbourne,Hellraiser
Ozzy Osbourne,Sunshine Of Your Love
Papa Roach,...To Be Loved
Papa Roach,Blood Brothers
Papa Roach,Getting Away With Murder
Papa Roach,Help
Papa Roach,Last Resort
Paramore,Ain't It Fun
Paramore,All I Wanted
Paramore,Brick by Boring Brick
Paramore,Decode - Twilight Soundtrack Version
Paramore,Hard Times
Paramore,Ignorance
Paramore,Misery Business
Paramore,Monster - Transformers Soundtrack Version
Paramore,Still into You
Paramore,That's What You Get
Paramore,The Only Exception
Paramore,crushcrushcrush
Paul Simon,You Can Call Me Al
Pearl Jam,Alive
Pearl Jam,Even Flow
Peter Gabriel,My Body Is A Cage
Peter Gabriel,Sledgehammer
Pink Floyd,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version"
Pink Floyd,Money - 2011 Remastered Version
Queen,Another One Bites The Dust - Remastered 2011
Queen,Crazy Little Thing Called Love - Remastered 2011
Queen,Don't Stop Me Now - Remastered 2011
Queen,I Want To Break Free - Single Remix
Queen,Radio Ga Ga - Remastered 2011
Queen,We Are The Champions - Remastered 2011
Queen,We Will Rock You - Remastered 2011
"Queen,David Bowie",Under Pressure - Remastered 2011
Quiet Riot,Cum on Feel the Noize
Radiohead,Everything In Its Right Place
Radiohead,Karma Police
Rage Against The Machine,Ashes In the Fall
Rage Against The Machine,Beautiful World
Rage Against The Machine,Bombtrack
Rage Against The Machine,Born As Ghosts
Rage Against The Machine,Born Of A Broken Man
Rage Against The Machine,Bullet In the Head
Rage Against The Machine,Bulls On Parade
Rage Against The Machine,Bulls on Parade
Rage Against The Machine,Calm Like a Bomb
Rage Against The Machine,Down On The Street
Rage Against The Machine,Down Rodeo
Rage Against The Machine,Fistful of Steel
Rage Against The Machine,Freedom
Rage Against The Machine,Guerilla Radio
Rage Against The Machine,Guerrilla Radio
Rage Against The Machine,How I Could Just Kill A Man
Rage Against The Machine,How I Could Just Kill a Man
Rage Against The Machine,I'm Housin'
Rage Against The Machine,In My Eyes
Rage Against The Machine,Kick out the Jams
Rage Against The Machine,Killing In The Name
Rage Against The Machine,Killing In the Name
Rage Against The Machine,Know Your Enemy
Rage Against The Machine,Maggie's Farm
Rage Against The Machine,Maria
Rage Against The Machine,Mic Check
Rage Against The Machine,Microphone Fiend
Rage Against The Machine,New Millennium Homes
Rage Against The Machine,People of the Sun
Rage Against The Machine,Pistol Grip Pump
Rage Against The Machine,Renegades Of Funk
Rage Against The Machine,Revolver
Rage Against The Machine,Roll Right
Rage Against The Machine,Settle for Nothing
Rage Against The Machine,Sleep Now In the Fire
Rage Against The Machine,Snakecharmer
Rage Against The Machine,Street Fighting Man
Rage Against The Machine,Take the Power Back
Rage Against The Machine,Testify
Rage Against The Machine,The Ghost of Tom Joad
Rage Against The Machine,Tire Me
Rage Against The Machine,Township Rebellion
Rage Against The Machine,Vietnow
Rage Against The Machine,Voice of the Voiceless
Rage Against The Machine,Wake Up
Rage Against The Machine,War Within a Breath
Rage Against The Machine,Wind Below
Rage Against The Machine,Without a Face
Rage Against The Machine,Year of tha Boomerang
Red Hot Chili Peppers,By The Way
Red Hot Chili Peppers,By the Way
Red Hot Chili Peppers,Californication
Red Hot Chili Peppers,Can't Stop
Red Hot Chili Peppers,Dani California
Red Hot Chili Peppers,Otherside
Red Hot Chili Peppers,Scar Tissue
Red Hot Chili Peppers,Snow [Hey Oh]
Red Hot Chili Peppers,Under The Bridge
"Rihanna,Kanye West,Paul McCartney",FourFiveSeconds
Royal Blood,Better Strangers
Royal Blood,Blood Hands
Royal Blood,Careless
Royal Blood,Come on Over
Royal Blood,Don't Tell
Royal Blood,Figure It Out
Royal Blood,Hole in Your Heart
Royal Blood,Honeybrains
Royal Blood,"Hook, Line & Sinker"
Royal Blood,How Did We Get So Dark?
Royal Blood,I Only Lie When I Love You
Royal Blood,Lights Out
Royal Blood,Little Monster
Royal Blood,Look Like You Know
Royal Blood,Loose Change
Royal Blood,Mountains At Midnight
Royal Blood,Out of the Black
Royal Blood,Pull Me Through
Royal Blood,She's Creeping
Royal Blood,Sleep
Royal Blood,Ten Tonne Skeleton
Royal Blood,Trouble’s Coming
Royal Blood,Typhoons
Royal Blood,Where Are You Now?
Royal Blood,You Can Be So Cruel
Rush,Limelight
Rush,Tom Sawyer
Scorpions,Rock You Like a Hurricane (2015 - Remaster)
Scorpions,Wind Of Change
"Sigrid,Bring Me The Horizon",Bad Life
Simple Minds,Don't You (Forget About Me)
"Slash,Myles Kennedy,The Conspirators",You're a Lie
Slipknot,Before I Forget
Slipknot,Duality
Soundgarden,Black Hole Sun
Steppenwolf,Born To Be Wild
Steppenwolf,Magic Carpet Ride
Steve Miller Band,The Joker
Sum 41,Fat Lip
Sum 41,In Too Deep
Sum 41,No Reason
Sum 41,Still Waiting
Sum 41,The Hell Song
System Of A Down,Aerials
System Of A Down,B.Y.O.B.
System Of A Down,Chop Suey!
System Of A Down,Lonely Day
System Of A Down,Toxicity
System Of A Down,Violent Pornography
TOOL,"10,000 Days (Wings Pt 2)"
TOOL,4°
TOOL,7empest
TOOL,Bottom
TOOL,Crawl Away
TOOL,Culling Voices
TOOL,Descending
TOOL,Die Eier von Satan
TOOL,Disposition
TOOL,Eon Blue Apocalypse
TOOL,Eulogy
TOOL,Fear Inoculum
TOOL,Flood
TOOL,Forty Six & 2
TOOL,H.
TOOL,Hooker With A Penis
TOOL,Intension
TOOL,Intermission
TOOL,Intolerance
TOOL,Invincible
TOOL,Jambi
TOOL,Jimmy
TOOL,Lateralus
TOOL,Lipan Conjuring
TOOL,Lost Keys (Blame Hofman)
TOOL,Mantra
TOOL,Message To Harry Manback
TOOL,Opiate²
TOOL,Parabol
TOOL,Parabola
TOOL,Pneuma
TOOL,Prison Sex
TOOL,Pushit
TOOL,Reflection
TOOL,Right In Two
TOOL,Rosetta Stoned
TOOL,Schism
TOOL,Sober
TOOL,Stinkfist
TOOL,Swamp Song
TOOL,The Grudge
TOOL,The Patient
TOOL,The Pot
TOOL,Third Eye
TOOL,Ticks & Leeches
TOOL,Triad
TOOL,Undertow
TOOL,Vicarious
TOOL,Viginti Tres
TOOL,Wings For Marie (Pt 1)
TOOL,Ænema
TOTO,Africa
TOTO,Rosanna
Tame Impala,Feels Like We Only Go Backwards
Tame Impala,"New Person, Same Old Mistakes"
Tame Impala,The Less I Know The Better
Tears For Fears,Everybody Wants To Rule The World
Tears For Fears,Shout
Ted Nugent,Stranglehold
The Animals,House of the Rising Sun
The B-52's,Love Shack - Edit
The Black Keys,Gold on the Ceiling
The Clash,Should I Stay or Should I Go - Remastered
The Cranberries,Zombie
The Cure,Just Like Heaven
The Doors,Riders on the Storm
The Doors,The End
The Hives,Tick Tick Boom
The J. Geils Band,Centerfold
The Killers,Mr. Brightside
The Kinks,You Really Got Me - Mono LP With Reverb
The Police,Every Breath You Take
The Police,Message In A Bottle
The Police,Roxanne
The Raconteurs,Salute Your Solution
The Raconteurs,"Steady, As She Goes"
The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002
The Rolling Stones,Gimme Shelter
The Rolling Stones,Start Me Up - Remastered 2009
The Verve,Bitter Sweet Symphony
"The Weeknd,Daft Punk",I Feel It Coming
"The Weeknd,Daft Punk",Starboy
The White Stripes,Blue Orchid
The White Stripes,Fell In Love With a Girl
The White Stripes,Icky Thump
The White Stripes,Seven Nation Army
Thin Lizzy,The Boys Are Back In Town
Three Days Grace,Animal I Have Become
Three Days Grace,I Hate Everything About You
Three Days Grace,Painkiller
Three Days Grace,Riot
Three Days Grace,Time of Dying
Tom Petty,Free Fallin'
Tom Petty,Love Is A Long Road
Tom Petty,Runnin' Down A Dream
Twenty One Pilots,Holding on to You
Twisted Sister,I Wanna Rock (Remastered Album Version)
Twisted Sister,We're Not Gonna Take It
U2,Beautiful Day
U2,I Still Haven't Found What I'm Looking For
U2,Sunday Bloody Sunday - Remastered 2008
U2,With Or Without You
Van Halen,Ain't Talkin' 'Bout Love - 2015 Remaster
Van Halen,Jump
Van Halen,Panama - 2015 Remaster
Whitesnake,Here I Go Again
Whitesnake,Is This Love - 2018 Remaster
Whitesnake,Still of the Night - 2018 Remaster
Yes,Owner of a Lonely Heart
ZZ Top,Gimme All Your Lovin'
ZZ Top,La Grange - 2005 Remaster
ZZ Top,Sharp Dressed Man - 2008 Remaster
blink-182,All The Small Things
blink-182,I Miss You
blink-182,What's My Age Again?
